"b_id","u_id","name","full_addr","txt","r_date","stars"
"Dq6g0ubf267tWRU4BSk44A","AhbHvWC9Zm8SI4Agvs-UvQ","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","This is a noodle bar place - not a Chinese restaurant. At times the kitchen can get backed up - especially late at night. Some of the staff does not speak English very well - but I don't speak Chinese either so fair enough.

Meals are fresh cooked - always hot and good. Spice is adjusted for the american palette - but ask and they will spice it up!!!

I am a regular fan of LuLu's Pan Fried Noodles with Pork - hot oil on the side. Egg roll and Hot n' Sour Soup. Friend really likes there seaweed salad. Wife is a regular consumer of Crab Rangoon and Udon soup with fish balls (pasty, dough/fish concoction).

At lunch - order at the counter, pay, get a table and wait... Evenings - sit down with waitress - can be very busy at times - big student population.

Go and enjoy - just have a leisurely visit with someone special. 

Largest obstacle - street parking is hard to find...","2010-09-22",4
"Dq6g0ubf267tWRU4BSk44A","oSo_3ARkzud3Wjc7evC2tg","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","I went again last night, and tried one of their noodle dishes with BBQ pork.  I don't know what it is that always mysteriously attracts me to BBQ pork these days, even at places where they're not even tasty.  The noodle dish was still mediocre, but as promised, i tried out one of their drinks. I ordered the mango smoothie, and wanted to put boba in there, but they had run out for the evening.  they offered jelly instead, and it was actually pleasantly surprising.  So tasty that I actually decided that I'll be ordering jelly from now on.  the jelly they use are assorted types of jelly, including almond a few other ones (colored clear, red, etc).  this will most likely remain a staple chinese joint for me given its location and good drinks!  Perfect for an 85 degree day like today.....","2010-09-24",3
"Dq6g0ubf267tWRU4BSk44A","Jou7l2wJvM7ZgqspikTw9Q","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","Meh.

Their tapioca is okay.
Their general tso's chicken is okay.
Their pho is terrible.  They don't even have hoisin sauce, sprouts, mint, limes, or anything else.  They also used the wrong noodles in the tasteless broth.  Sighs!

Edit:
Tried Lulu's again.  I've decided that I'm not coming back anymore, and I'll never understand why it's so packed all the time.  I got the Pad Thai and the Thai Curry.  The Thai Curry was okay, but the Pad Thai was the grossest thing I have ever seen.  It looked like someone had vomited it out, plated it, and then served.  The noodles were over cooked and floated in a bath of sweet syrupy soup.  Yeah.  Gross.","2010-09-29",1
"Dq6g0ubf267tWRU4BSk44A","x82j8s6B1FDFDcWK0CDgdg","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","Oh, college. When I think back on off-campus food, this place was perhaps the definition of what one looks for first. Dirt cheap price-to-portion ratio, convenient to campus, and good food (albeit with some land mines on the menu). My roommate always got noodles, or the ma po tofu. I never got in to noodles as much, and had several staples (including the ma po tofu) within the entrees. The pork was my meat of choice. The other meats were hit or miss.

The bubble tea and smoothies were also pretty good. The tapioca was usually cooked correctly. One of the drink-makers once concocted me a milk tea with a bit of coffee in it which was incredible. I can get better bubble tea in Houston but this was the best I had in Pittsburgh.

Four stars once you figure out your list of things you like here.","2010-10-05",4
"Dq6g0ubf267tWRU4BSk44A","CZ7ZMlDw44Zmj8HQtOqpeA","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","Lulu's is mediocre at best.  I never understood why the place is always so crowded when there are so many better alternatives on that street (like, little asia).  Every time I've eaten there, it's been a bit of a disappointment and never a memorable thing.

The only semi-redeeming quality of this place is that the bubble tea is pretty good.","2010-11-03",2
"Dq6g0ubf267tWRU4BSk44A","G_BvSxt71MqF_x4jgEyqSA","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","I tried the pan fried crispy noodles with chicken and the pad thai.  Both were disgusting! I actually had to return the pan fried noodles because it was not edible.","2010-11-06",1
"Dq6g0ubf267tWRU4BSk44A","HOlsMt1niUCodXhR5gDBzA","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","These 5 stars are for the crab rangoon, which is the only thing I've ever eaten on the menu. Yup. It's that good.","2010-11-09",5
"Dq6g0ubf267tWRU4BSk44A","YwCkYbbMzr5lJJPTxY-T7Q","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","Honestly, just get the lo mein and the bubble tea. Everything else is going to be on the fair-to-middling end of things.

Egg rolls, greasy. Fried rice, good sometimes, dry others. BBQ pork was sorta good, sort of wtf. Tofu, awful and soggy. Lo Mein? Delicious.

I have loved LuLu's since I was a kid in high school, but honestly after 4 years in Oakland, it is not my go-to at all.

BUT, if you're around and you decide to stop by, GET THE BUBBLE TEA.","2010-11-30",3
"Dq6g0ubf267tWRU4BSk44A","EL_u0h-vxwsucBDrsudiJQ","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","The BEST bubble smoothies I have ever tried!  My favorite is the peach and the strawberry is delicious as well :)

The variety of food they have there is also amazing :) I like the pad thai there although I wish the spice level would be higher.","2010-12-27",5
"Dq6g0ubf267tWRU4BSk44A","cOtiF-UbqUTDHANpTVHNLA","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","I agree the bubble drinks are very good, but I need more than that when going out for dinner. I order Pad Thai every chance I get and this was not good. There was very little tofu which was ok considering it was soggy and tasteless anyway. Overall, it was inferior to other local restaurants I have tried.","2010-12-28",2
"Dq6g0ubf267tWRU4BSk44A","RgcPq1iMYd4lwOL4lG6e0g","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","LOVE Lulu's!  I've tried almost half the menu and have loved it all.  The small eats are perfect appetizers and the bowls are HUGE!  The service can be slow and the atmosphere can be loud and hectic, but it's worth it for the quality of the food.  The Sliced Chicken Noodle Bowl is my old standby - a dish I've been eating since 2000 and it's never let me down!  The bubble tea smoothies are the best I've ever had.","2011-01-08",4
"Dq6g0ubf267tWRU4BSk44A","L6y73vaWaSvqYUKq6Rsr2w","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","This place is great if you want Asian food that is good and consistent. I always get the szechuan chicken bowl, tom kah soup, and crab rangoon. It's cheap and delicious.","2011-01-24",4
"Dq6g0ubf267tWRU4BSk44A","4B4A94goRjDSr38ttvPKWw","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","Good stuff.  The food comes out fast, and it's tasty.  You may need to apply lots of Sriracha to make some of the less popular items more palatable, but for the most part, this place has good eats.","2011-01-27",3
"Dq6g0ubf267tWRU4BSk44A","n39GzHIhRAOPDBWg5LKjSQ","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","It's ok for what it is, cheap and simple; $44 fed five (including three fruit-smooth/bubble-teas).

The rice noodles were undercooked (I didn't even think it was possible to undercook rice noodles, so I consider Lulu's a first).  The pork in my soup was overcooked and chewy.  The soup broth itself was incredibly bland before adding the readily available condiments such as soy sauce and chili sauce.  From what I could tell, Lulu's uses the same broth for all of their soups.  I wouldn't order their soup again.

The smoothie/bubble-tea was below average, contained real fruit but also contained the usual bubble-tea power mix; it was nothing special (I've had much better bubble-tea even without adding real fruit to the mix).  I'd drink it again in a pinch but would rather search elsewhere.

The service was terrible and for that alone I wouldn't return.  They weren't busy, there were employees standing around chatting and yet we waited almost fifteen minutes from the time our plates were collected before we had the bill.

I'm not sure how they compare to other Asian restaurants in Pittsburgh, but compared to Vancouver/Seattle/San Francisco... I'd say that the quality of food at Lulu's was about on par with the (relatively better) ramen noodles available at Asian grocery stores (the pre-packaged kind that is packaged moist, not the dehydrated crap available at Giant Eagle for twenty cents).  Compared to the average Asian restaurant that I'm used to, Lulu's was a major disappointment.","2011-01-29",2
"Dq6g0ubf267tWRU4BSk44A","bhDQhsHsn-GFiCagqNpzAg","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","I got the lunch special, it was terrible. Vegetables were inconstantly cooked and bland. Meat seemed low quality. Stick to the noodles.","2011-02-13",1
"Dq6g0ubf267tWRU4BSk44A","ttu5KRi3VVIm26nivn0JFA","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","Actually one star is still too high to them. I would be to give zero star, if applicable.

First of all, their service is very awful. Every time I went there, I felt bad. All the servers in there are very unkind and never smile to their customers. If I want to ask something, I have to call them at least three times. When there is miscommunication or they couldn't understand what I said, they yelled at me. 

I had been there five years ago and due to the disappointing services and because we found dead fly in my friend's dish (and didn't apologize for that, when we complained about that nasty fly), I didn't go back. However, today I was starving and want to have Pat Thai so bad. I couldn't find anywhere else (Little Asia didn't accept credit card under $10). Therefore, I went there and I realized that there is nothing changed. To me, it is amazing that they're still running their business. In addition, food is not that impressive to endure their awful service. Until other people have different kind of Pat Thai, I didn't know that there is another option I can choose. I won't go back this restaurant never again.

To summery, very awful and unkind service and unimpressive food. Highly un-recommendable.","2011-02-15",1
"Dq6g0ubf267tWRU4BSk44A","wWc9OVwwRCm1WWac1uWFJw","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","I've eaten at Lulu's Noodles two times now, and have mixed feelings about the food.  The restaurant itself has a very casual and atmosphere, during lunch you order at the counter, as most of its patrons are Pitt/Carnegie Mellon students.  The restaurant is clean and spacious, and the service is wonderful. 

As it is a pan-Asian restaurant, don't expect  its food to very authentic to any particular region... I was very surprised as what was passed off as ""pho"" the first time I ate there.  It was certainly not anything like what you would get at an actual Vietnamese restaurant- the broth was bland and I think they used the wrong kind of noodles, and it didn't come with lime/lemon.  I should have known better. 

I did however LOVE their pad thai- which was also not very authentic- no tamarind paste etc.  It was good though because I was craving a carb fest.  So all in all, I'd give it three stars, they have their own interpretations of classic Asian dishes, and whether their interpretations of them are good or not is a crap shoot.","2011-02-22",3
"Dq6g0ubf267tWRU4BSk44A","D1G8W0SgCbsKTv7cAqKcNg","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","I appreciate Lulu's Noodles for what it is - a cheap place for some grub that's not half bad!  Sure, it's not 5-star cuisine, but it's not trying to be.  It's cheap pan asian food and sometimes you just got a hankerin for it.  The Tom Kha soup is tasty and while I usually get the Spicy Basil Noodles, I actually think they should call them ""Sweet, No Basil, Noodles"".  But for $6 something - I'm not going to complain.  They definitely cater to the demographic in the area, but if your around the area and looking for some inexpensive asian place rather than going to Subway's or Quiznos - then check it out.  It won't cost you much!","2011-03-03",4
"Dq6g0ubf267tWRU4BSk44A","NXl0XdzZoRTq_f3K7bbOOg","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","I really like Lulu's noodles.

Most of the time I'm there I get the Lo Mein with Chicken. It's always pretty delicious. 

I did one time opt for Calamari in my Lo Mein instead of chicken and I was very disappointed. It was extremely rubbery and almost inedible. Lesson learned.

Although I had the issue with the Calamari, I've never had any other problems with Lulu's (especially the service, which seems to be often complained about) and will continue to go there when I'm in the neighborhood.","2011-03-05",4
"Dq6g0ubf267tWRU4BSk44A","QsD_Vvho3em3akW8BH6lOQ","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","Lowest in my rankings for Chinese food on Craig street. Go to Little Asia or Orient express - MUCH better than Lulu's.","2011-03-14",2
"Dq6g0ubf267tWRU4BSk44A","e_zzu0l2os4QLI87BKrW4g","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","Even college students with no money should not be subjected to such horrible food. This place is really horrible. 

I went for lunch with a bunch of friends and the looks on their faces when the food came out was comical. We were each trying to process what was on our plates. They still dove in, as did I, but my fork was brought to a halt after first bite.

I ordered a cup of the tom kha gai and the cold peanut noodles. The soup was tasteless. Usually spicy coconut soup is a) spicy, and 2) tastes like coconuts and lemongrass. This tasted like water. The peanut noodles were the correct consistency but the sauce resembled those cheap sauces in the microwave Thai meals you can buy at the supermarket - too much vinegar and mustard and not enough peanut and spice. I tried a bit of my friends' yellow curry and it was equally abhorrent. It tasted like they took a bottle of yellow mustard and threw in a few chili peppers and that was it. Do yourself a favor and skip this place.","2011-03-15",1
"Dq6g0ubf267tWRU4BSk44A","xWe7ADKXF55oVvUoXRIFGg","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","Visiting Pittsburgh, we were looking for a cheap and quick fix for our hunger. We came across this noodle shop near the library. It was rather cold at the time and soup sounded delish! It took them a while to make our food even though it was not that busy. Their selections in food varied, which may or may not be a good thing. The service was decent and the atmosphere was bright and open. Their green tea was not what I had anticipated however, but it was nice way to get some warmth in my hungry tummy at the time. 

As far as the food quality goes, i would definitely say I've had far better ramen, but for the price I suppose it would suffice. This definitely would not be the first restaurant that I would suggest to people, but for their uber cheap price, you cant go wrong.","2011-03-16",4
"Dq6g0ubf267tWRU4BSk44A","QcGi0cDzzGLb3LmiI33Psg","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","good, cheap food.  horrible service.  sometimes super-crowded.","2011-03-22",3
"Dq6g0ubf267tWRU4BSk44A","Amqkh1v9W-djEgQTIP3jjw","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","It has recently come to my attention that there is an homage to Lulu's in Fallout 3, which makes sense, as the post-apocalypse is the only setting in which I could imagine myself enjoying their food.  The food ranges from the barely mediocre Chinese to a few perverse interpretations of pan-Asian fare.  (For example, their Pad Thai, which is a soupy, syrupy-sweet, noodley mess.)

They even somehow manage to spoil the simple pleasure of bubble tea: their tea is heavy, and seems to be creamed with coconut milk (which seems like a good idea until you've had two sips and are full).","2011-04-08",1
"Dq6g0ubf267tWRU4BSk44A","7hr9Tglvivr8d7EbMoABYA","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","I don't see what all the hype is about. 
There is nothing special about this restaurant, it is mediocre at best. The meat is dry and flavorless and dishes all taste the same and are unauthentic.  The service is also poor. The drinks however, are worth buying.","2011-04-14",2
"Dq6g0ubf267tWRU4BSk44A","pjIrFFjl03twCAaQMJQxwQ","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","Lulu's Noodles is a great place to meet a group of people. The atmosphere is fun, and because it's sort of Americanized, even pickier eaters should be able to find something to enjoy. I love the vegetable egg rolls and Japanese eggplant!! The prices are very reasonable as well, which is perfect. It's in a nice location, right near the library, Caliban Books, and Phantom of the Attic.","2011-04-20",4
"Dq6g0ubf267tWRU4BSk44A","OPHNYPp5UvGmmixIfFTVnA","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","good. not the best pad thai but get the pan fried noodles.  CHEAP!","2011-04-23",4
"Dq6g0ubf267tWRU4BSk44A","JEvkfVPf_DuhX-ntE5L6bQ","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","Cafeteria Korean, Thai, and Chinese culinary low end. The menu has many options and after trying many of them I have come to the conclusion that the food is half-assed in authenticity but more a place to grab something quick for college students who want cheap food without the fuss, and may not know of better restaurants. Slow bad service, kind of dirty, stale environment.

I'm not a big fan of Chinese food to begin with so I have gone for the noodle Thai dishes more often. I don't even know why I kept going back besides my ex really liked General Tso's chicken and would grab takeout on his way home from work.

These were all bland boring, nothing special and never ordered again.
Sweet and sour chicken, shrimp-NO
Spicy Basil- all spice, could taste nothing else
Dr. Fu special-never get seafood here

Below were the items that were just OK. No complaints but no accolades either.
Cucumber salad- not so bad
Pad Thai-Frozen pad Thai is better
Singapore Rice noodles- flavorless chicken, sauce do-able

Uhm so horrible, the meat was that chewy gristle kind that you spit out into the napkin.
Sesame cold noodles-worms in peanut butter sauce
Lard Nar Bbq pork-gummy noodles like eating mush
Pho-worst ever nothing like good pho, bad broth

The bubble smoothies are really good except I can't stand the tapioca fish egg consistency. No bubbles for me, and no more Lulu's either.","2011-04-26",2
"Dq6g0ubf267tWRU4BSk44A","MA713-m2wv51bww8LN2fSA","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","Lulu is average.  Some good dishes, some mediocre ones. They have a wide range of dishes to suit every diet and taste.  Personally, I think the Orient Express next door is a better value and tastier, but Lulu's is a decent and reasonably priced little college noodle hut.","2011-05-13",3
"Dq6g0ubf267tWRU4BSk44A","rOJL8-FQogvCi9hoPham8g","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","One of my great pet peeves about restaurant talk is the pretentious ""it's not authentic"" comment. I know a high school spanish teacher who is continually sniping at my enthusiasm for a few local Am-Mex dives because he's travelled to Mexico and knows what is ""authentic."" As far as I see it, if it is food you can taste and digest, it's ""authentic."" Plastic Grapes are not authentic, for example. Canned ravioli IS authentic.

Lulu's serves food of Asian origin, evolved to reflect the character of the proprietors and staff. It is from Pittsburgh, not Pyong Pinghu. And it's delicious. I couldn't give a cat's butt about faithfulness to it's heritage, not when I'm having little pleasure tremors as each bite of the szechuan bowl's peanutty cilantro goodness hits my tongue.

I've never had a bad dish here--no one in my family has. The soups are fantastic, especially the Tom Kha Kai. Even the mighty General Tso, Emperor of Inauthenticity, seems better here. My kid loves that stuff and--hells bells I'm not that proud--so do I. I always pinch a couple bites, and have noted that the chicken here is several steps above the skanky cuts most asian places use--no fat clots, no gristle and tendons, and that's saying something.

The frozen fruit drinks are fantastic. Mango are my favorites. The wife and kid #1 had pineapple and watermelon--pineapple tasted good, but the watermelon tasted just like an acutal watermelon, no ""wow"" explosion of taste.

Service was brisk, but not brusque.  

Give it a shot. You won't be sorry.","2011-05-16",4
"Dq6g0ubf267tWRU4BSk44A","_7Lg8iTWpFc0O7PEA8FmbQ","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","We stopped by LuLu's since it was close to the CMU campus and we were hungry. There is ample seating which was nice so we sat immediately. 

I was very excited to see the selection on their menu and decided to order one of my favorites - singapore noodles. While the noodles were at least (light) yellow, the flavoring of the spices was barely there, which was unfortunate. *insert sad face* In addition to that we shared a mango bubble tea but it tasted like the maker elbowed in a can of heavy syrup. 

On the flip side my boyfriend enjoyed his wonton soup and my chow foon the second time around was just okay but better than the singapore noodles. 

The food is cheap but I wouldn't take the initiative of coming here. It makes sense that they are near universities and cater to college students though. Their food is mediocre at best but service has been okay.","2011-05-16",2
"Dq6g0ubf267tWRU4BSk44A","qPGLUQUG43b3aBZKDUBlMw","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","First note:  If the reviewer's hometown ends in "", CA"", don't trust the review.  Stuffy declarations about the authenticity of the food are waaaaay out of context in this scenario.  And listen, stuck-up Californians: I used to live in WUHAN, CHINA and I like it.  So shut up.  It's not authentic, and that's the point.

Lulu's is cheap.  Let us not forget this.  Your table might be a little sticky, the place may be a little loud, and the decor may be a little goofy, but if you are here and you know what you're getting into, you know there will be a delicious abundance of carbohydrates headed your way for very little money.  

I've read a lot of accusations that the staff there is rude.  I haven't seen this at all, having now been there a number of times.

Singapore Rice Noodles is what you get when you go to Lulu's... if you're me.  There are probably other things that are really tasty, too, but the Singapore Noodles are consistently recommended by everyone I talk to about this place.

I've never had the bubbletea.  I'm not really a sweet-drinks kind of fellah.  I'm sure I'll try it someday, though.

Go here for a quick, cheap bite.  Don't listen to the naysayers.","2011-05-20",4
"Dq6g0ubf267tWRU4BSk44A","m7RckK61uL1v6M12fliKng","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","I will give this two stars now that I have finished CMU, but while I was there I would have considered giving it three. This place is there for students and it is good for that. The food is cheap and passable. Service is slow but usually friendly.

It is pretty much just your basic Pan-Asian place nothing to special about it. I would go there a good bit when I was at CMU and was on campus late working. The slow service was a good excuse to take a long break from work. If you are going to go I would recommend the noodle soups and the crab Rangoon, but neither are worth more then a quick walk over from CMU.","2011-05-28",2
"Dq6g0ubf267tWRU4BSk44A","UlWEOFjA8SzISi-GTqXosQ","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","not like what I expect","2011-06-22",2
"Dq6g0ubf267tWRU4BSk44A","p4oKBZoX3XEl95iY9TKt0w","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","This place just gives off mediocrity like a bad stench.  It was bustling when I stopped by here recently for lunch - must be the decent prices, quick service, large portions, and central location.  Lulu's is not a bad place, don't get me wrong, just don't expect authenticity or anything beyond normal Americanized Asian fast food.  I had the Friday lunch special - the ""chicken wing appetizer"" or whatever was noooo good, and consisted of 2 wings placed awkwardly on the same platter as me overdrenched beef szechuan.  Or, what I thought was supposed to be beef szechuan.  The funny thing is, there was no spice kick to it whatsoever.

The redeeming quality was my friend's seaweed salad, which was delicious!  Covered in yummy sesame oil.  I'm sure there are other hidden gems on the menu, but I didn't find any.  Come here if you're in the mood for a huge MSG kick during your class lunch break, if you're short on time or money, or if you just want to avoid the even-worse places in the area.","2011-07-11",3
"Dq6g0ubf267tWRU4BSk44A","nCi-BpCo_4iNFPb4QWUL6w","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","Lulu's is a dependable place to get decent asian food at a pretty cheap price. There's nothing fantastic about any single aspect of the place, but it's good enough and cheap enough to be a mainstay for the university populations.","2011-07-21",4
"Dq6g0ubf267tWRU4BSk44A","fDf0Or7GmoDyphUFAhdsVQ","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","I love the pan fried noodles with chicken. The sauce is delicious and just enough of the noodles are crispy. I think it's actually the only main dish I've ever ordered there because I love it so much. The service is consistently slow and I've been there a few times when they've mixed up orders. One time, I was there with as part of a party of 4. They gave my dish to another group, gave me the wrong dish and it took them like half an hour for them to get me my food. Meanwhile, the rest of my group was finishing up by the time I got mine. It was infuriating.
Food - consistently awesome - 5 stars
Service - sooooo sllooooowwww - 1-2 stars","2011-07-26",4
"Dq6g0ubf267tWRU4BSk44A","tn0EqWiKmv_wogIQvarX4A","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","If you are looking for any type of Asian food, you are not going to find it here.  What you are going to find is slightly overpriced mediocre food next to CMU which makes it popular for no particular reason. 

I have tried the pho (really sad) and the rice with duck which was decent, but was not butchered well.  

Overall if you need something in the CMU area you can do a lot better and the service could use improvement as well.","2011-08-04",2
"Dq6g0ubf267tWRU4BSk44A","9HJzBsQD0YrjpNPxfuBIEQ","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","Great food, very efficient and friendly service.","2011-08-14",5
"Dq6g0ubf267tWRU4BSk44A","TcFGfleZRFZznku7wwkH6Q","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","What was supposed to be Pad Thai ended up being some bland noodles drowned in a big mess of bean sprouts and tofu and may be oyser sauce. Fishy! more chum than Pad Thai. Chicken Noodle dish was mushy and reeked of rancidity and fish stock as well. Food order came in after no more than 2 minutes of placing the order. I really was wondering if he mixed our order with someone else's. Anyway, gave the usual tip because waitress was pleasent but not going back!","2011-08-20",2
"Dq6g0ubf267tWRU4BSk44A","QcGi0cDzzGLb3LmiI33Psg","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","i was too kind before.  this place is a two.  and, honestly, it's a pretty weak two.

last night, my girl and i tried to go to chinatown inn at about 8:55pm, assuming that it was open later than 9pm.  our bad - it closes at 9/9:30pm on wednesdays.  so, we scrapped that plan but still wanted some chinese food.  according to the yelp app, lulu's is open until 10pm - so, even though we were super-disappointed that we wouldn't be getting the amazing wonton soup at chinatown inn, we headed on over to oakland for some average noodles at average prices.

when we walked in at 9:10pm, we were immediately told that we could order takeout but couldn't eat in the restaurant.  okay, fine.  understood -- the staff has to cut the line somewhere...but 50 minutes early?  anyway, we begrudgingly ordered our food.  it came out quickly...actually, before many people's dishes who were actually allowed to eat in the restaurant.  

me and my doctor girlfriend?  we ate outside on a bench like hobos, keeping it real classy on craig street.  truly, we're not fancy people (remember: we go to ritter's at least once a week) -- so, we would have been fine with the whole situation had the food been good.  but, it was totally meh.  the chicken was rubbery.  the vegetables were flaccid (yes, flaccid).  and, the basil dish was spicy but not all that flavorful.

sorry, lulu's.  i used to be ambivalent about you, which works for me when we're eating late and kinda desperate.  but, weird ""service"" and un-passable food.  meh sums it up.  we won't be returning anytime soon.","2011-08-24",2
"Dq6g0ubf267tWRU4BSk44A","QAy9VscIfqVCT5rPrdbcAA","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","The food was average with some dishes below average.  I had to return one dish because it really tasted bad and they seemed anoyed.  They tried to tell me that kimchi is garlicky - as if I had never tasted it before. The reality is that the food tasted spoiled.  I wouldn't go back.","2011-09-08",2
"Dq6g0ubf267tWRU4BSk44A","O_vJmE523W4-LzJ2aRkIDw","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","Lulu's is a ""pan-Asian"" restaurant that has a style really can't be easily pinned down. I've been a customer for over a decade now and have to say that, even though quality has decreased as of late, it's an amazing place to eat. The portion sizes are generous enough to offer two meals. The prices are reasonable, considering their size and quality. The pan-fried noodles are particularly good, although I recommend asking for extra shitake mushrooms if you're a fan. Also, it seems as if the most fresh ingredients tend to come in on Thursdays, so ordering Thursday through Sunday is a particularly good time to indulge.","2011-09-12",5
"Dq6g0ubf267tWRU4BSk44A","yA8QU6pfMtNiy6xKnp7FDg","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","I've been here a few times.  The first time I got the Pad Thai.  It was ok... but a little too sweet for my taste, I'd prefer a more sour & spicy Pad Thai.  Next time I got Singapore Rice Noodles.  They were pretty tasty with a light curry flavor and nice pieces of chicken.  I love pan fried noodles.  Today I got Tom Kha Kai soup... sour & coconuty... nice pieces of chicken and mushrooms.  Yummy.  Good egg rolls.  My husband loves the Peking Sauce. He gets it over rice.  I haven't tried it yet.  So far the food isn't exceptional, but it's tasty, cheap, abundant and close to work!","2011-09-20",3
"Dq6g0ubf267tWRU4BSk44A","yJ-O9Y7Y-uK-0ywjc8G57g","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","My girlfriend was eager to go back to Lulu's as she was a regular during her days attending Art Institute of Pittsburgh. So it looked like a great place for an evening snack (not really a late night place). 

First the bad. I ordered the Korean bibimbap bowl with duck. The bowl was topped with kimchi and duck. The duck was greasy but tasty and the kimchi was a little dry. Beneath this thin layer of toppings was an iceberg size portion of rice. Too much rice. Now, I like rice, but I like rice with something to go with it. It's like eating plain bread, doesn't make sense, you need your pb & j to top your bread. Now the bowl was only $7, which explains all the rice, but still, give me something, anything, to sauce my rice.

Now the good. I had a mango smoothy and some scallion pancakes. The mango smoothy was made from fresh mangos and definitely hit the spot. I'd get a big gulp of that next time. The scallion pancakes were the thinnest pancakes I've had. I've had medium thickness (my moms pancakes), thick pancakes (little dragons in Columbus, OH) and now thin. I really enjoyed the thin, easier to munch on and you taste the salt and oniony-ness more. The mango smoothie and scallion pancakes each earned the 2 stars for Lulu's. 

Maybe next time I'll just get mango smoothies and onion pancakes.","2011-10-17",2
"Dq6g0ubf267tWRU4BSk44A","x8He0Lb78elcW7XJGCvL0Q","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","Terrible food!  I do cut this place some slack in that it's in a very busy college area of town and it's supposed to have quick food for cheap.  However, the food here is terrible.  The menu is huge (that's not good) and everything is high unauthentic.  How can you advertise something like pho on the menu and have it taste and look nothing like the dish from which it bares its name???  Noodle soup does not equal hot water (no flavor) and noodle plus some questionable pieces of meat.  I've gotten sick from eating other ""Chinese"" dishes here.  Overall, the food is just questionable.","2011-10-19",1
"Dq6g0ubf267tWRU4BSk44A","UxMBnH1uo7TDILqbNilLsg","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","I always get the Pad Thai. It's not wonderful but good enough for the price and super fast table service. The servers are pleasant and attentive. 

The acoustics are awful as it can be a bit hard to have a conversation. 

Lunch take-out is fast but the ladies behind the counter can be a bit short with you. Also, no credit cards at lunch.","2011-10-23",3
